Ciqual AGB,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,Ingredients,Code et Nom,Groupe,Sous-groupe,Score unique EF3.1 (mPt/kg),Changement climatique (kg CO2 eq/kg),Appauvrissement de la couche d'ozone (kg CFC11 eq/kg),Rayonnements ionisants (kBq U-235 eq/kg),Formation photochimique d’ozone (kg NMVOC eq/kg),Particules (disease inc./kg),Effets toxicologiques sur la santé humaine : substances non-cancérogènes* (CTUh/kg),Effets toxicologiques sur la santé humaine : substances cancérogènes* (CTUh/kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation eaux douces (kg P eq/kg),Eutrophisation marine (kg N eq/kg),Eutrophisation terrestre (mol N eq/kg),Écotoxicité pour écosystèmes aquatiques d’eau douce (CTUe/kg),Utilisation du sol (Pt/kg),Épuisement des ressources en eau (m³ depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources en minéraux (kg Sb eq/kg),Changement climatique - émissions biogéniques (kg CO2 eq/kg),Changement climatique - émissions fossiles (kg CO2 eq/kg),Changement climatique - émissions liées au changement d’affectation des sols (kg CO2 eq/kg)
25418,Croissant au jambon,entrées et plats composés,feuilletées et autres entrées,Graisse végétale (type margarine),Croissant au jambon (25418),entrées et plats composés,feuilletées et autres entrées,0.01917192,0.25058562,1.7280993e-09,0.0053021659,0.00064047609,1.4041641e-08,2.4444295e-09,1.2225762e-10,0.0011203537,1.6032611e-05,0.0013657699,0.0045954126,1.78840756,7.9948558,0.074555359,1.439379,3.5331329e-07,0.0014911786,0.066934592,0.18215985
25418,Croissant au jambon,entrées et plats composés,feuilletées et autres entrées,Farine de blé,Croissant au jambon (25418),entrées et plats composés,feuilletées et autres entrées,0.012990815,0.098303441,1.4264642e-09,0.0090690902,0.00033102139,9.399849e-09,5.8675049e-10,1.4575453e-10,0.0013992679,2.13128e-05,0.00096345375,0.0060548328,1.90712832,12.86204,0.027541866,0.70156975,3.5234111e-07,6.0071147e-05,0.083293809,0.014949561
25418,Croissant au jambon,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Croissant au jambon (25418),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25418,Croissant au jambon,entrées et plats composés,feuilletées et autres entrées,Total,Croissant au jambon (25418),entrées et plats composés,feuilletées et autres entrées,0.524540955,4.559483191,9.558172389999998e-08,1.6575059871000002,0.010204989,3.979938578000001e-07,5.344893029e-08,2.7091108939999998e-09,0.0524106530999999,0.000537684044,0.01704194926,0.2206540017,80.90670764,195.62338430000003,1.181929396,60.78687144999999,1.846850377e-05,1.4464105161270002,2.610585711,0.502486994654
26266,Croissant au jambon fromage,entrées et plats composés,feuilletées et autres entrées,Jambon cuit,Croissant au jambon fromage (26266),entrées et plats composés,feuilletées et autres entrées,0.25133225,1.9709849,5.7272257e-08,0.45261157,0.0044737479,2.2323684e-07,2.1898768e-08,1.4702469e-09,0.030816211,0.00028027808,0.0089955095,0.13266754,58.2478,108.43779,0.64929343,17.424216,7.6507476e-06,0.70525749,1.078696,0.18703143
26266,Croissant au jambon fromage,entrées et plats composés,feuilletées et autres entrées,Gruyère,Croissant au jambon fromage (26266),entrées et plats composés,feuilletées et autres entrées,0.0747148129999999,0.77698711,6.6491496e-09,0.055694763,0.0013500483,7.0933549e-08,9.2625413e-09,3.6973342e-10,0.0099281908,6.8652533e-05,0.0027565223,0.043063899,9.6908214,38.814237,0.084767452,2.8287539,1.3218252e-06,0.46673776,0.23547634,0.074773013
26266,Croissant au jambon fromage,entrées et plats composés,feuilletées et autres entrées,Lait demi-écremé,Croissant au jambon fromage (26266),entrées et plats composés,feuilletées et autres entrées,0.040788917,0.42881013,2.8831538e-09,0.020623028,0.00070401552,3.8658337e-08,5.217057e-09,2.0350864e-10,0.0056563379,2.64658e-05,0.0015054366,0.024679681,5.5463539,22.226862,0.044148084,1.1713655,7.211536e-07,0.26914122,0.1164356,0.043233315
26266,Croissant au jambon fromage,entrées et plats composés,feuilletées et autres entrées,Graisse végétale (type margarine),Croissant au jambon fromage (26266),entrées et plats composés,feuilletées et autres entrées,0.01917192,0.25058562,1.7280993e-09,0.0053021659,0.00064047609,1.4041641e-08,2.4444295e-09,1.2225762e-10,0.0011203537,1.6032611e-05,0.0013657699,0.0045954126,1.78840756,7.9948558,0.074555359,1.439379,3.5331329e-07,0.0014911786,0.066934592,0.18215985
26266,Croissant au jambon fromage,entrées et plats composés,feuilletées et autres entrées,Farine de blé,Croissant au jambon fromage (26266),entrées et plats composés,feuilletées et autres entrées,0.012990815,0.098303441,1.4264642e-09,0.0090690902,0.00033102139,9.399849e-09,5.8675049e-10,1.4575453e-10,0.0013992679,2.13128e-05,0.00096345375,0.0060548328,1.90712832,12.86204,0.027541866,0.70156975,3.5234111e-07,6.0071147e-05,0.083293809,0.014949561
26266,Croissant au jambon fromage,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Croissant au jambon fromage (26266),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
26266,Croissant au jambon fromage,entrées et plats composés,feuilletées et autres entrées,Total,Croissant au jambon fromage (26266),entrées et plats composés,feuilletées et autres entrées,0.524540955,4.559483191,9.558172389999998e-08,1.6575059871000002,0.010204989,3.979938578000001e-07,5.344893029e-08,2.7091108939999998e-09,0.0524106530999999,0.000537684044,0.01704194926,0.2206540017,80.90670764,195.62338430000003,1.181929396,60.78687144999999,1.846850377e-05,1.4464105161270002,2.610585711,0.502486994654
25151,Feuilleté au poisson et / ou fruits de mer,entrées et plats composés,feuilletées et autres entrées,Beurre,Feuilleté au poisson et / ou fruits de mer (25151),entrées et plats composés,feuilletées et autres entrées,0.10844433,1.1257967,7.5553297e-09,0.072842281,0.00188774,1.0189425e-07,1.4018364e-08,5.413643e-10,0.014872518,7.1970004e-05,0.0039652726,0.064903033,14.6276473,58.389309,0.11759266,3.4700693,2.1628011e-06,0.70593014,0.30645274,0.11341384
25151,Feuilleté au poisson et / ou fruits de mer,entrées et plats composés,feuilletées et autres entrées,Fromage frais crémeux,Feuilleté au poisson et / ou fruits de mer (25151),entrées et plats composés,feuilletées et autres entrées,0.041850723,0.40342353,3.8482248e-09,0.10493135,0.00071347906,3.5357554e-08,5.529839e-09,1.9750778e-10,0.0051216426,2.855317e-05,0.0014870209,0.022179952,4.9393521,19.792854,0.045623874,3.1811747,8.7851846e-07,0.23237845,0.13371575,0.037329329
25151,Feuilleté au poisson et / ou fruits de mer,entrées et plats composés,feuilletées et autres entrées,Saumon,Feuilleté au poisson et / ou fruits de mer (25151),entrées et plats composés,feuilletées et autres entrées,0.26681498,2.0094169,1.4186269e-07,0.28057512,0.010408894,1.4277945e-07,3.6909026e-08,2.0316853e-09,0.016966365,0.00048620771,0.029800758,0.066934883,41.172365,92.670119,0.40405127,23.304762,1.9812549e-05,0.011388868,1.6772445,0.32078352
25151,Feuilleté au poisson et / ou fruits de mer,entrées et plats composés,feuilletées et autres entrées,Farine de blé,Feuilleté au poisson et / ou fruits de mer (25151),entrées et plats composés,feuilletées et autres entrées,0.015303542,0.11580419,1.6804145e-09,0.01068364,0.0003899524,1.1073283e-08,6.9120838e-10,1.7170288e-10,0.0016483765,2.510707e-05,0.0011349753,0.0071327613,2.24665014,15.151841,0.032445083,0.82646866,4.1506762e-07,7.0765481e-05,0.098122422,0.017610999
25151,Feuilleté au poisson et / ou fruits de mer,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Feuilleté au poisson et / ou fruits de mer (25151),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25151,Feuilleté au poisson et / ou fruits de mer,entrées et plats composés,feuilletées et autres entrées,Total,Feuilleté au poisson et / ou fruits de mer (25151),entrées et plats composés,feuilletées et autres entrées,0.557955815,4.68825331,1.8056925900000002e-07,1.583237761,0.01610574526,3.328281788000001e-07,7.118782138e-08,3.339870044e-09,0.0420991939,0.000736780174,0.03784328401,0.1707432656,66.712211,191.2917225,0.901336092,68.00406196,3.1338059150000006e-05,0.953491019861,3.245284782,0.489477513654
25402,Feuilleté ou Friand à la viande,entrées et plats composés,feuilletées et autres entrées,Beurre,Feuilleté ou Friand à la viande (25402),entrées et plats composés,feuilletées et autres entrées,0.13059141,1.355713,9.0983196e-09,0.087718522,0.0022732643,1.2270364e-07,1.6881269e-08,6.5192461e-10,0.017909863,8.6668103e-05,0.0047750818,0.078157878,17.6149836,70.313886,0.14160807,4.1787455,2.6044999e-06,0.85009897,0.36903816,0.13657582
25402,Feuilleté ou Friand à la viande,entrées et plats composés,feuilletées et autres entrées,Jaune d'œuf,Feuilleté ou Friand à la viande (25402),entrées et plats composés,feuilletées et autres entrées,0.0049246179,0.032586201,6.2031483e-10,0.0039437466,0.00012447634,4.0975775e-09,5.1441381e-10,4.39093e-11,0.00058832956,9.2287024e-06,0.00025758527,0.0025686931,1.2537575200000002,3.238337,0.015331649,0.26058647,1.2343932e-07,0.0015458011,0.024164923,0.0068754773
25402,Feuilleté ou Friand à la viande,entrées et plats composés,feuilletées et autres entrées,Bœuf haché,Feuilleté ou Friand à la viande (25402),entrées et plats composés,feuilletées et autres entrées,1.0146944,10.798803,4.3334454e-08,0.44332265,0.015844372,1.0255358e-06,1.579753e-07,4.3143515e-09,0.15210053,0.0004425824,0.032148333,0.67397467,54.666904,713.67964,0.85742538,23.490957,1.3359523e-05,8.0357328,2.7834309,-0.020361073
25402,Feuilleté ou Friand à la viande,entrées et plats composés,feuilletées et autres entrées,Fromage à pâte dure,Feuilleté ou Friand à la viande (25402),entrées et plats composés,feuilletées et autres entrées,0.093332895,0.97046985,8.3461936e-09,0.070120139,0.0016880835,8.859694e-08,1.1563434e-08,4.617723e-10,0.012390392,8.612055e-05,0.0034422228,0.053736079,12.0944498,48.433652,0.10594545,3.5549573,1.6516827e-06,0.58232564,0.29485739,0.093286814
25402,Feuilleté ou Friand à la viande,entrées et plats composés,feuilletées et autres entrées,Oignons,Feuilleté ou Friand à la viande (25402),entrées et plats composés,feuilletées et autres entrées,0.0021861854,0.012531976,3.8205677e-10,0.0026318745,5.4008799e-05,1.0807149e-09,4.0740356e-10,1.4776749e-11,0.00012709733,3.3058956e-06,0.00015250657,0.00046049041,0.31852826,1.2259435,0.054102572,0.16862513,1.1110092e-07,0.0012442981,0.010993254,0.00029442395
25402,Feuilleté ou Friand à la viande,entrées et plats composés,feuilletées et autres entrées,Farine de blé,Feuilleté ou Friand à la viande (25402),entrées et plats composés,feuilletées et autres entrées,0.018484615,0.13987584,2.0297141e-09,0.012904397,0.00047100992,1.3375033e-08,8.3488653e-10,2.0739393e-10,0.0019910165,3.0325956e-05,0.0013708971,0.0086154139,2.71365042,18.301381,0.039189286,0.99826271,5.0134572e-07,8.5475159e-05,0.11851866,0.021271712
25402,Feuilleté ou Friand à la viande,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Feuilleté ou Friand à la viande (25402),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25402,Feuilleté ou Friand à la viande,entrées et plats composés,feuilletées et autres entrées,Total,Feuilleté ou Friand à la viande (25402),entrées et plats composés,feuilletées et autres entrées,1.3897563633,14.343791857,8.94336529e-08,1.7348466991000002,0.0231608946589999,1.2971133472e-06,2.022160909e-07,6.091738173e-09,0.18859752019,0.000783173827,0.0436018837499999,0.8271058607099999,92.38847006,860.480439,1.515225612,69.87372141,2.642071453e-05,9.474755780739,4.630752657,0.2382829999039999
25401,Feuilleté ou Friand au fromage,entrées et plats composés,feuilletées et autres entrées,Beurre,Feuilleté ou Friand au fromage (25401),entrées et plats composés,feuilletées et autres entrées,0.1512111099999999,1.5697729,1.0534896e-08,0.10156881,0.0026322008,1.420779e-07,1.9546732e-08,7.5486008e-10,0.020737737,0.00010035254,0.0055290421,0.090498595,20.3962975,81.416079,0.16396724,4.8385474,3.0157368e-06,0.98432512,0.42730734,0.15814043
25401,Feuilleté ou Friand au fromage,entrées et plats composés,feuilletées et autres entrées,Blanc d'oeuf,Feuilleté ou Friand au fromage (25401),entrées et plats composés,feuilletées et autres entrées,0.019592939,0.12964649,2.4679662e-09,0.015690473,0.00049523787,1.63025e-08,2.0466315e-09,1.7469624e-10,0.0023407105,3.6717042e-05,0.0010248211,0.010219726,4.9881625,12.883952,0.060998045,1.0367616,4.9111201e-07,0.0061500785,0.096141845,0.02735457
25401,Feuilleté ou Friand au fromage,entrées et plats composés,feuilletées et autres entrées,Jaune d'œuf,Feuilleté ou Friand au fromage (25401),entrées et plats composés,feuilletées et autres entrées,0.010087874,0.06675147,1.270689e-09,0.0080785999,0.00025498457,8.393716e-09,1.0537552e-09,8.9946364e-11,0.0012051685,1.8904611e-05,0.00052765264,0.0052618603,2.5682698,6.6335979,0.031406242,0.53380048,2.5286028e-07,0.0031665089,0.049500833,0.014084128
25401,Feuilleté ou Friand au fromage,entrées et plats composés,feuilletées et autres entrées,Fromage fondu,Feuilleté ou Friand au fromage (25401),entrées et plats composés,feuilletées et autres entrées,0.13490145,1.4140979,1.3236673e-08,0.094114189,0.0024390855,1.2395515e-07,1.6927682e-08,6.6552694e-10,0.017945831,0.00013292539,0.0050427908,0.077687651,17.8307459,69.654003,0.13876994,5.1065332,2.4924131e-06,0.84212054,0.43686391,0.13511343
25401,Feuilleté ou Friand au fromage,entrées et plats composés,feuilletées et autres entrées,Farine de blé,Feuilleté ou Friand au fromage (25401),entrées et plats composés,feuilletées et autres entrées,0.021321788,0.16134516,2.3412517e-09,0.014885072,0.00054330447,1.5427945e-08,9.6303191e-10,2.3922649e-10,0.0022966144,3.4980638e-05,0.0015813139,0.0099377798,3.13016415,21.11043,0.045204386,1.1514844,5.7829647e-07,9.8594603e-05,0.13670989,0.024536672
25401,Feuilleté ou Friand au fromage,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Feuilleté ou Friand au fromage (25401),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25401,Feuilleté ou Friand au fromage,entrées et plats composés,feuilletées et autres entrées,Total,Feuilleté ou Friand au fromage (25401),entrées et plats composés,feuilletées et autres entrées,0.4626574009999999,4.375425910000001,5.54740759e-08,1.3485425139,0.00907049301,3.478808528e-07,5.4577216610000004e-08,2.321865898e-09,0.0480163532,0.000448822441,0.01516087775,0.2031982484,52.63983630999999,196.9856614,0.741969058,49.88871438,1.489954163e-05,1.839583638383,2.176273188,0.3595690556539999
25508,Feuilleté ou Friand jambon fromage,entrées et plats composés,feuilletées et autres entrées,Beurre,Feuilleté ou Friand jambon fromage (25508),entrées et plats composés,feuilletées et autres entrées,0.1519748,1.577701,1.0588103e-08,0.10208179,0.0026454947,1.4279547e-07,1.9645453e-08,7.586725e-10,0.020842473,0.00010085937,0.0055569665,0.090955659,20.4993085,81.827271,0.16479535,4.8629845,3.0309677e-06,0.98929646,0.42946546,0.15893912
25508,Feuilleté ou Friand jambon fromage,entrées et plats composés,feuilletées et autres entrées,Jambon cuit,Feuilleté ou Friand jambon fromage (25508),entrées et plats composés,feuilletées et autres entrées,0.23760762,1.8633543,5.4144761e-08,0.42789558,0.0042294476,2.1104643e-07,2.0702931e-08,1.3899604e-09,0.029133415,0.00026497279,0.0085042871,0.12542289,55.067032,102.51627,0.61383713,16.472723,7.2329593e-06,0.66674513,1.0197911,0.17681811
25508,Feuilleté ou Friand jambon fromage,entrées et plats composés,feuilletées et autres entrées,Gruyère,Feuilleté ou Friand jambon fromage (25508),entrées et plats composés,feuilletées et autres entrées,0.11178263,1.1624691,9.9479525e-09,0.083326274,0.0020198397,1.0612539e-07,1.3857911e-08,5.5316705e-10,0.014853805,0.0001027127,0.0041240993,0.064428933,14.4986707,58.070912,0.12682262,4.2321667,1.9776144e-06,0.69829758,0.35230182,0.1118697
25508,Feuilleté ou Friand jambon fromage,entrées et plats composés,feuilletées et autres entrées,Farine de blé,Feuilleté ou Friand jambon fromage (25508),entrées et plats composés,feuilletées et autres entrées,0.021493738,0.16264633,2.3601327e-09,0.015005113,0.00054768596,1.5552364e-08,9.7079829e-10,2.4115573e-10,0.0023151355,3.5262739e-05,0.0015940664,0.010017923,3.15540748,21.280676,0.045568937,1.1607706,5.8296015e-07,9.938972e-05,0.13781239,0.024734549
25508,Feuilleté ou Friand jambon fromage,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Feuilleté ou Friand jambon fromage (25508),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25508,Feuilleté ou Friand jambon fromage,entrées et plats composés,feuilletées et autres entrées,Total,Feuilleté ou Friand jambon fromage (25508),entrées et plats composés,feuilletées et autres entrées,0.648401028,5.79998272,1.026635492e-07,1.7425141270000002,0.01214814776,5.172432958e-07,6.921647729e-08,3.3405654639999996e-09,0.0706351202999999,0.000628749819,0.02123467651,0.3004180413,96.94661514,268.9827285,1.252647242,63.9502321,2.0893624520000003e-05,2.3581613561,2.96912014,0.472701304654
