Category;Category 2;AGB Code;CIQUAL Code;French name;English name;Recipe name;Recipe LCI name;Recipe origin;Proxy from another recipe
boissons;boisson alcoolisées; 1021;1021;Crème de cassis;Blackcurrant liqueur;Blackcurrant liqueur;Blackcurrant liqueur, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 23805;23805;Blini;Blinis;Crepe, plain, prepacked, refrigerated;Crepe, plain, prepacked, refrigerated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;charcuteries;8331;8331;Foie gras, en bloc;Block duck foie gras, pasteurized;Block duck foie gras, pasteurized;Block duck foie gras, pasteurized, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;
entrées et plats composés;plats composés; 25013;25013;Pot-au-feu;Boiled meat with vegetables;Boiled meat with vegetables;Boiled meat with vegetables, recipe, at plant {FR} U;Agribalyse - adapted from Marmiton;
entrées et plats composés;plats composés; 25085;25085;Pâtes à la bolognaise (spaghetti, tagliatelles…);Bolognese-style pasta (spaghetti, tagliatelle...);Bolognese-style pasta (spaghetti, tagliatelle...);Bolognese-style pasta (spaghetti, tagliatelle...), recipe, at plant {FR} U;"CTCPA for Agribalyse - see specific report ""CTCPA pour Agribalyse V3.1 :  INVENTAIRES PRODUITS, PROCEDES ET DONNEES SUR LES PERTES ET LE STOCKAGE""";
produits céréaliers;pains et viennoiseries; 7115;7115;Pain au son;Bran grain bread;Bran grain bread;Bran grain bread, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7025;7025;Pain, baguette ou boule, bio (a la farine T55 jusqu'a T110);Bread (baguette or ball), made with type T55-T110 flour;Bread (baguette or ball), made with type T55-T110 flour;Bread (baguette or ball), made with type T55-T110 flour, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7002;7002;Pain, baguette ou boule, au levain;Bread, French bread (baguette or ball), with yeast;Bread, French bread (baguette or ball), with yeast;Bread, French bread (baguette or ball), with yeast, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7255;7255;Pain, baguette ou boule, aux céréales et graines, artisanal;Bread, French bread, (baguette or ball), multigrain, from bakery;Bread, French bread, (baguette or ball), multigrain, from bakery;Bread, French bread, (baguette or ball), multigrain, from bakery, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7001;7001;Pain, baguette, courante;Bread, French bread, baguette;Bread, French bread, baguette;Bread, French bread, baguette, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7007;7007;Pain, baguette, de tradition française;Bread, French bread, baguette, unsalted;Bread, French bread, baguette, unsalted;Bread, French bread, baguette, unsalted, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7012;7012;Pain courant français, 400g ou boule;Bread, French bread, ball, 400g;Bread, French bread, ball, 400g;Bread, French bread, ball, 400g, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7160;7160;Pain, baguette, sans sel;Bread, French bread, without salt;Bread, French bread, baguette;Bread, French bread, baguette, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7130;7130;Pain, sans gluten;Bread, gluten free;Bread, gluten free;Bread, gluten free, recipe, at plant {FR} U;"GINGKO21 for Agribalyse - see specific report ""Agribalyse 3.1 Repports spécifiques aux 50 nouveaux ICV créés""";
produits céréaliers;pains et viennoiseries; 7260;7260;Pain blanc maison (avec farine pour machine à pain);Bread, home-made, with flour for home-made bread preparation;Bread, home-made, with flour for home-made bread preparation;Bread, home-made, with flour for home-made bread preparation, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7110;7110;Pain complet ou intégral (à la farine T150);Bread, wholemeal or integral bread (made with flour type 150);Bread, wholemeal or integral bread (made with flour type 150);Bread, wholemeal or integral bread (made with flour type 150), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24041;24041;Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux;Breakfast biscuit (cookie) with cereals, fortified with vitamins and chemical elements;Biscuit (cookie), plain;Biscuit (cookie), plain, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24034;24034;Biscuit sec pour petit déjeuner;Breakfast biscuit (cookie);Biscuit (cookie), plain;Biscuit (cookie), plain, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24035;24035;Biscuit sec pour petit déjeuner, allégé en sucres;Breakfast biscuit (cookie), reduced sugar;Biscuit (cookie), plain;Biscuit (cookie), plain, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24040;24040;Biscuit sec pour petit déjeuner, au chocolat;Breakfast biscuit (cookie), with chocolate;Biscuit shortbread, with butter and chocolate;Biscuit shortbread, with butter and chocolate, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 32115;32115;Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux;Breakfast cereals, chocolate puffed/popped wheat grain, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32011;32011;Pétales de blé chocolatés (non enrichis en vitamines et minéraux);Breakfast cereals, chocolate wheat grain flakes (not fortified with vitamins and chemical elements);Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32009;32009;Pétales de blé chocolatés, enrichis en vitamines et minéraux;Breakfast cereals, chocolate wheat grain flakes, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32014;32014;Pétales de maïs natures (non enrichis en vitamines et minéraux);Breakfast cereals, corn flakes, plain (not fortified with vitamins and chemical elements);Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32005;32005;Pétales de maïs natures, enrichis en vitamines et minéraux;Breakfast cereals, corn flakes, plain, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32107;32107;Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux);Breakfast cereals, corn flakes, sugar iced (not fortified with vitamins and chemical elements);Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32121;32121;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;Breakfast cereals, corn flakes, sugar iced, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32021;32021;"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux";Breakfast cereals, diet, plain or with honey, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32030;32030;"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)";Breakfast cereals, diet, plain, not fortified;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32022;32022;"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux";Breakfast cereals, diet, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32028;32028;"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)";Breakfast cereals, diet, with chocolate, not fortified;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32025;32025;"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux";Breakfast cereals, diet, with dried fruits, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32023;32023;"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux";Breakfast cereals, diet, with fruits, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
produits céréaliers;céréales de petit-déjeuner et biscuits; 32029;32029;"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)";Breakfast cereals, diet, with fruits, not fortified;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements;Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements, recipe, at plant {FR} U;Retailer for Agribalyse;
